id,pos,CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p1p2_173495,134.92224370000022 -1.9749141749999894,0.654304,-0.0073,-0.0531,0.6585,3.2,99.0,99.0,26.2409,24.6404,23.4111
W2p1p2_173502,134.13508510000017 -1.9756105140000042,0.978797,-0.0025,-0.0012,0.0,102.3,26.7607,23.4188,22.049,20.5858,20.0125
W2p1p2_173508,134.7874030999999 -1.974897229999987,0.83484,-0.0034,-0.0361,0.3919,6.2,99.0,25.5542,24.7337,23.8814,23.4819
W2p1p2_173509,134.18418480000005 -1.9748841369999792,0.0114514,0.0011,-0.0024,1.032,2.8,26.868,25.9481,25.1711,24.6531,24.3167
W2p1p2_173518,134.9268319000002 -1.9751280120000074,0.971812,-0.0073,-0.0542,0.0,37.5,26.4728,25.2016,23.8591,21.7011,20.8223
W2p1p2_173519,134.27972749999975 -1.974851458999994,0.361112,-0.0032,-0.0076,0.6917,2.7,25.7069,25.6523,25.2996,24.607,23.8096
W2p1p2_173521,134.78506849999974 -1.9748458860000235,0.0242194,-0.0016,-0.0314,2.0836,4.7,24.5288,24.2823,24.3008,24.2839,23.6216
W2p1p2_173524,134.4496647999998 -1.9747932230000107,0.010581,-0.0055,-0.0115,1.4084,3.5,26.6974,25.2629,24.5573,24.5921,25.258
W2p1p2_173529,134.35039770000017 -1.9747900580000237,0.79674,-0.0051,-0.0092,0.4725,3.9,99.0,26.4394,25.0826,24.2982,23.8092
W2p1p2_173531,134.50303790000004 -1.9751437530000215,0.0213409,-0.005,-0.0156,2.6071,13.8,99.0,25.5393,24.1373,22.6178,21.9611
W2p1p2_173534,134.36125359999977 -1.9747756510000085,0.157486,-0.005,-0.0093,1.3507,6.0,25.2969,24.4158,23.9589,23.868,23.7529
W2p1p2_173536,134.39297350000015 -1.974758766999986,0.100124,-0.0067,-0.0109,1.5883,5.1,24.8602,24.4625,24.3113,24.2006,24.1311
W2p1p2_173541,134.71551179999983 -1.9748175830000174,0.0193263,-0.0028,-0.026,2.4349,20.2,24.3079,23.7892,22.8421,22.4621,22.2971
W2p1p2_173542,134.65602399999972 -1.9747270080000054,0.105552,-0.004,-0.0204,0.8957,5.6,25.9301,25.5377,24.6304,23.714,23.1963
W2p1p2_173545,134.57048619999986 -1.9764445420000143,0.984443,-0.0045,-0.0137,0.0,311.9,22.9485,20.838,19.8652,19.357,19.1367
W2p1p2_173547,134.48034799999994 -1.9750176550000145,4.08195E-4,-0.0042,-0.0124,2.7162,14.9,23.5947,23.2869,23.0889,22.8242,22.3817
W2p1p2_173551,134.77978959999993 -1.9752042460000263,0.053716,-0.0031,-0.0353,0.9771,43.6,27.0801,23.8889,22.2995,21.4749,21.1586
W2p1p2_173554,134.58554170000022 -1.974676049999996,0.30495,-0.0043,-0.0138,0.8241,4.6,24.8679,24.5419,24.4938,24.0579,23.0947
W2p1p2_173556,134.8303642 -1.9748439420000155,0.00682599,-0.0023,-0.0374,1.9505,7.6,25.1792,24.8537,24.2155,23.5101,22.7451
W2p1p2_173562,134.79308390000006 -1.974584037000015,0.318237,-0.0018,-0.0328,0.8851,4.3,99.0,27.5306,25.4247,24.0994,23.0403
W2p1p2_173567,134.17832709999973 -1.9745229220000011,0.106794,0.0016,0.0039,0.9679,11.4,24.96,24.4136,23.5309,23.0809,22.9706
W2p1p2_173568,134.37218490000015 -1.9750036340000046,0.0340946,-0.0049,-0.0095,1.2859,26.6,24.7441,23.6048,22.5589,22.0731,21.9327
W2p1p2_173569,134.46428099999983 -1.9751279839999785,0.0198468,-0.0055,-0.0125,1.8901,24.9,24.1409,23.2882,22.4454,22.1104,21.8919
W2p1p2_173571,134.16804900000025 -1.9750366960000105,0.0135021,-8.0E-4,-0.0037,2.1777,13.2,24.9919,24.2816,23.245,22.7443,22.5154
W2p1p2_173577,134.3812815999998 -1.974977823999978,0.982449,-0.0048,-0.0096,0.0,59.0,25.8841,23.4032,22.2379,21.2104,20.7516
W2p1p2_173581,134.71746519999994 -1.9744715449999781,0.0619758,-0.0029,-0.0263,1.9462,5.4,99.0,24.838,24.3223,24.0846,23.8708
W2p1p2_173583,134.64344610000012 -1.9754544800000184,0.0415755,-0.0043,-0.0193,2.5022,53.7,26.5193,23.7049,22.199,21.2721,20.9392
W2p1p2_173584,134.62302059999988 -1.974493854000011,0.0041503,-0.0046,-0.0176,1.6644,4.1,25.3403,24.4794,24.3969,24.0777,23.6128
W2p1p2_173591,134.30735810000024 -1.9744482000000056,0.686518,-0.0051,-0.0084,0.5085,4.9,24.2056,24.0868,24.1264,24.0183,23.557
W2p1p2_173593,134.5521238999998 -1.9744044509999972,0.181361,-0.005,-0.0138,2.2429,4.5,99.0,26.8801,25.293,24.0645,23.2623
W2p1p2_173600,134.41419240000008 -1.974326502999977,0.414506,-0.0068,-0.0104,1.4898,3.1,26.4366,25.4908,24.5709,24.5836,24.5252
W2p1p2_173602,134.2123041000003 -1.974341382000005,0.582663,-9.0E-4,-0.0043,1.7271,3.2,25.7738,25.1076,25.0211,24.5736,24.2153
W2p1p2_173603,134.88234869999982 -1.974303854000022,0.552538,-0.0066,-0.0501,0.8658,2.4,26.5436,25.9303,25.5219,24.5659,24.3892
W2p1p2_173606,134.59807220000013 -1.9743342869999898,0.103166,-0.0043,-0.0139,0.6121,3.8,26.4797,25.7097,24.7639,24.39,24.4832
W2p1p2_173609,134.1612391999998 -1.9742479859999933,0.0538558,-2.0E-4,-0.003,1.2711,6.9,24.8403,23.8874,23.6899,23.6647,23.2685
W2p1p2_173613,134.08273029999975 -1.9742334259999814,0.398901,0.003,0.0032,0.0,4.5,25.2217,24.8142,24.428,24.1272,23.7852
W2p1p2_173615,134.69349319999984 -1.9742314619999877,0.107007,-0.0023,-0.0218,1.0509,6.0,25.2541,24.1523,23.9225,23.8482,24.4393
W2p1p2_173618,134.74482920000017 -1.9742231980000213,0.352512,-5.0E-4,-0.0286,0.516,3.1,25.5133,25.2057,25.0687,24.6167,99.0
W2p1p2_173620,134.39513270000018 -1.9742270569999962,0.0944239,-0.0128,-0.0147,1.3022,4.7,25.7365,25.4936,24.5081,23.8783,23.3049
W2p1p2_173625,134.2333631999999 -1.9741570060000087,0.00528343,-0.0018,-0.0054,2.0681,9.3,24.7256,23.9829,23.5201,23.2906,22.9602
W2p1p2_173628,134.84084870000024 -1.9741513089999791,0.0056668,-0.0018,-0.0314,1.576,4.7,24.5266,24.3009,24.475,24.0739,23.8378
W2p1p2_173630,134.70314689999984 -1.974156739000026,0.00675817,-0.003,-0.0249,1.933,10.0,99.0,24.5673,23.5904,23.285,23.6798
W2p1p2_173633,134.30131090000006 -1.9741161659999864,0.41094,-0.0039,-0.0081,0.6859,8.9,24.6094,24.3591,24.0296,23.3054,23.113
W2p1p2_173638,134.78271289999972 -1.9740964840000084,0.600501,-0.0014,-0.0311,1.429,3.2,99.0,25.9904,24.7198,24.5905,24.2168
W2p1p2_173639,134.6116166999998 -1.9741253769999807,0.484278,-0.0025,-0.0173,0.5919,4.1,99.0,25.5348,24.6056,24.2488,24.0979
W2p1p2_173642,134.92458259999992 -1.9740251430000175,0.0872589,-0.0073,-0.0539,0.5624,3.8,25.946,24.8175,24.7649,24.4625,23.7884
W2p1p2_173645,134.91224110000022 -1.974031469999996,0.0694863,-0.0044,-0.0435,1.0051,3.6,25.3325,24.9897,24.9096,24.493,24.8624
W2p1p2_173646,134.7495148000001 -1.9740602270000078,0.288567,-6.0E-4,-0.0272,0.985,14.0,24.2837,23.8221,23.1615,22.8315,22.5462
W2p1p2_173647,134.56124340000005 -1.9740910740000044,0.0970486,-0.0046,-0.0137,1.8465,7.6,25.7542,24.7582,24.2513,23.4997,23.1697
W2p1p2_173648,134.27008680000017 -1.9743763370000031,0.0086837,-0.002,-0.0073,2.5165,17.7,23.9069,23.4427,22.9283,22.5751,22.3431
W2p1p2_173651,134.67197660000008 -1.9740590080000067,0.0770101,-0.0027,-0.0197,1.2697,4.6,25.7812,24.7737,24.5176,24.2463,24.1042
W2p1p2_173654,134.88667040000018 -1.9739835129999892,0.0266115,-0.004,-0.0409,1.5712,6.2,24.8275,24.5083,24.2625,23.7254,23.6851
W2p1p2_173655,134.60765340000003 -1.974239162000022,0.808131,-0.0036,-0.0103,0.8231,18.4,22.9791,22.8428,22.8956,22.4865,22.4942
W2p1p2_173657,134.0073242000002 -1.9739519919999962,0.534085,-0.0039,0.0115,2.1873,4.1,99.0,99.0,25.7853,24.6316,23.6584
W2p1p2_173659,134.34302509999978 -1.9740588859999888,0.0539375,-0.0052,-0.009,0.8981,3.3,25.4955,25.0842,24.9808,24.427,24.2929
W2p1p2_173665,134.33402210000017 -1.9744567769999861,0.982069,-0.0043,-0.0079,0.0,66.9,24.957,22.7557,21.7069,21.0734,20.8278
W2p1p2_173666,134.60969719999989 -1.9741743310000137,0.0176615,-0.0032,-0.0135,1.3865,15.4,24.7863,24.2562,23.6985,22.729,22.7296
W2p1p2_173670,134.04010369999978 -1.9738605060000178,0.166311,-0.0063,0.0056,1.5529,3.8,25.2773,24.5746,24.4638,24.3778,24.242
W2p1p2_173673,134.52987250000027 -1.9752910549999945,0.983002,-0.0044,-0.0141,0.0,232.4,22.2553,20.6101,19.9674,19.6819,19.5383
W2p1p2_173674,134.41321560000029 -1.975545949999979,0.983737,-0.008,-0.01,0.0,244.2,24.4944,22.1612,20.9639,19.6203,19.0325
W2p1p2_173676,134.58798309999975 -1.9742479250000073,0.984016,-0.0043,-0.0139,0.0,28.0,99.0,24.9619,23.5684,22.0568,21.3985
W2p1p2_173680,134.32166910000012 -1.9741139290000078,0.0277404,-0.0032,-0.008,1.2186,16.2,24.6996,24.1985,23.5058,22.6312,22.1815
W2p1p2_173682,134.10492870000007 -1.9752529150000175,0.980732,0.0034,0.0019,0.0,184.3,24.815,22.555,21.3648,19.9254,19.323
W2p1p2_173694,134.50660299999984 -1.9738114429999838,0.0151849,-0.0076,-0.0064,1.7919,7.1,24.4202,24.2842,24.0037,23.6896,23.7057
W2p1p2_173698,133.99281379999974 -1.9737553340000127,0.457435,-0.0033,0.0142,1.148,3.1,25.2335,25.1596,24.8155,24.2469,24.1996
W2p1p2_173703,134.0441533999999 -1.9737366029999834,0.0204004,-0.0067,0.0051,1.1562,5.2,25.2455,24.668,24.2614,24.0964,24.1564
W2p1p2_173706,134.44315250000025 -1.9737863900000128,0.0114142,-0.0058,-0.0113,2.3329,9.5,26.2599,26.1391,24.5784,23.3189,22.3224
W2p1p2_173708,134.40444410000018 -1.974090580000016,2.96498E-4,-0.0073,-0.0101,2.9481,8.0,24.5246,24.344,24.1439,23.5923,23.2383
W2p1p2_173711,134.4708704999998 -1.9737856120000001,0.982859,-0.0062,-0.013,0.0,21.5,24.0329,22.9445,22.6165,22.3531,22.2625
W2p1p2_173712,134.32076479999984 -1.9737896120000182,0.00535299,-0.0052,-0.0087,1.6896,6.2,25.8112,25.5099,24.653,23.8458,23.2269
W2p1p2_173713,134.31194699999998 -1.9737243439999894,0.0549023,-0.0052,-0.0084,1.3235,5.1,24.8987,24.7347,24.3466,24.0828,23.5206
W2p1p2_173722,134.66339029999975 -1.9736699960000221,0.559728,-0.0031,-0.019,0.592,5.1,26.9331,27.2178,25.0483,23.8782,23.4457
W2p1p2_173725,134.84042870000016 -1.9736510559999894,0.58428,-0.0019,-0.0314,1.3669,3.4,25.4513,24.7871,24.7338,24.5598,24.128
W2p1p2_173726,134.42043629999978 -1.9745698340000126,0.0155091,-0.0058,-0.0099,3.1811,19.7,24.8302,24.0103,23.057,22.4789,22.2561
W2p1p2_173728,134.18249189999992 -1.9736375850000143,0.0327578,0.0026,-0.0013,1.7239,4.6,25.5997,24.6961,24.2761,24.2605,24.2976
W2p1p2_173729,133.9859101000003 -1.9735504309999905,0.101085,-0.0028,0.0155,0.6924,6.2,25.321,25.1265,24.0523,23.6362,23.3269
W2p1p2_173730,134.33332769999993 -1.973604134000008,0.0238288,-0.0053,-0.0089,1.3977,8.7,24.7965,24.4171,24.281,23.3772,23.1047
W2p1p2_173739,134.24871400000018 -1.9735775250000172,0.00130379,-0.0026,-0.0061,1.6994,3.2,26.3727,25.1651,24.6558,24.4975,99.0
W2p1p2_173743,134.11560290000028 -1.9734803079999774,0.0174165,0.0025,0.0011,0.9751,3.5,24.9645,24.7464,24.614,24.4911,24.7716
W2p1p2_173747,134.86543910000012 -1.9734716260000211,0.74795,-0.0041,-0.0403,0.0,3.6,99.0,26.5636,25.14,24.4668,24.9618
W2p1p2_173748,134.4110479 -1.9735287990000014,0.515809,-0.0066,-0.0103,0.5904,3.4,25.2491,25.0933,24.9436,24.5175,23.6023
W2p1p2_173752,134.88331880000018 -1.9735580579999876,0.943011,-0.0054,-0.0429,0.0,20.6,99.0,26.0676,24.3169,22.3411,21.5896
W2p1p2_173753,134.39066730000013 -1.9735435300000181,0.85758,-0.0053,-0.0103,0.0,7.8,99.0,25.6141,24.384,23.5053,23.2533
W2p1p2_173756,134.7182524999999 -1.973489171999978,0.139379,-0.0039,-0.0281,1.0054,9.1,24.6437,24.2571,23.9827,23.3854,23.1532
W2p1p2_173767,134.0314299999998 -1.9734034479999825,0.00818561,-0.0063,0.0077,2.5997,12.2,99.0,24.999,23.7948,23.009,22.5763
W2p1p2_173770,134.88795329999996 -1.973358845999987,0.302912,-0.0056,-0.0496,1.0641,3.1,26.8224,25.9318,25.0495,24.495,24.901
W2p1p2_173779,134.64899779999993 -1.973349957000016,0.592152,-0.0042,-0.0199,0.8275,12.0,24.4415,23.9285,23.2362,22.9913,22.4927
W2p1p2_173782,134.19259359999998 -1.97333564899998,0.183831,3.0E-4,-0.0027,1.5046,4.9,25.9835,24.7415,24.2298,23.7921,23.9362
W2p1p2_173783,134.62382600000012 -1.9756214610000202,0.985732,-0.0045,-0.0176,0.0,443.7,21.195,19.7531,19.2156,18.9655,18.8377
W2p1p2_173785,134.76549490000022 -1.9739740779999906,0.0209458,-9.0E-4,-0.0294,2.3816,30.6,24.4618,23.649,22.9624,21.9358,21.3882
W2p1p2_173790,134.73304030000008 -1.9733523540000117,0.662049,-3.0E-4,-0.0247,0.4898,4.6,26.3063,25.0551,24.3307,24.1668,23.5335
W2p1p2_173793,134.64715230000027 -1.9732949000000086,0.143457,-0.0043,-0.0197,3.2539,4.9,25.4489,24.8118,24.4283,24.414,23.685
W2p1p2_173796,134.79508820000018 -1.9732823189999964,0.111232,-0.002,-0.0331,1.1085,4.6,24.9964,24.7012,24.5115,24.1829,23.7281
W2p1p2_173797,134.8821878000002 -1.9732623499999928,0.0247983,-0.0068,-0.0503,1.1683,5.1,25.409,25.1471,24.2982,23.7276,23.0242
W2p1p2_173802,134.6570241999998 -1.9732636290000138,0.0030928,-0.0041,-0.0206,1.8972,3.3,24.8629,24.691,24.5068,24.5091,25.0404
W2p1p2_173803,134.45057959999997 -1.9732439909999795,0.519754,-0.0076,-0.0126,0.4708,9.1,24.6852,24.1341,23.4794,23.2779,22.8986
W2p1p2_173804,134.76894719999984 -1.9742032020000113,0.0535221,-0.0026,-0.0336,0.9291,45.5,28.0086,23.9213,22.4319,21.3731,20.9505
W2p1p2_173805,134.46702480000002 -1.9734340769999772,0.0375039,-0.0062,-0.0134,1.0936,17.2,24.121,23.6756,22.9023,22.5451,22.443
W2p1p2_173807,134.1843394999999 -1.9736836199999885,0.980935,9.0E-4,-0.0023,0.0,49.0,26.3456,24.0028,22.702,21.404,20.8966
W2p1p2_173809,134.46069490000014 -1.9732798419999893,0.00558299,-0.0052,-0.0118,2.7211,5.0,99.0,25.9281,24.3957,23.748,22.963
W2p1p2_173810,134.04755279999978 -1.9732165320000083,0.538942,-0.0074,0.0032,1.5162,3.2,99.0,25.2125,24.8534,24.5342,99.0
W2p1p2_173811,134.3852532999997 -1.973265672000001,0.795757,-0.0043,-0.0088,0.3592,3.7,99.0,99.0,26.5425,24.4649,23.3408
W2p1p2_173812,134.49884639999988 -1.973273686999987,2.08318E-4,-0.0035,-0.0131,2.4376,11.4,25.0657,24.5435,24.0367,23.058,22.3602
W2p1p2_173813,133.98178550000017 -1.9731851769999833,0.211257,-0.0025,0.0163,1.4259,4.0,25.8859,25.0861,24.771,24.0537,23.8302
W2p1p2_173814,134.75403299999988 -1.9732311150000077,0.0780966,-7.0E-4,-0.0279,1.3761,3.9,24.5614,24.3422,24.3338,24.2781,23.8633
W2p1p2_173815,134.49030599999972 -1.97330237700001,7.48499E-4,-0.0024,-0.0115,2.0463,6.5,25.6174,24.6944,24.091,23.8418,24.58
W2p1p2_173823,134.59213370000012 -1.9731962160000165,0.362458,-0.0044,-0.014,0.6351,3.5,25.0517,24.9772,25.0464,24.4394,99.0
W2p1p2_173826,134.45696539999975 -1.9731951820000084,0.514825,-0.0054,-0.0117,0.5967,3.7,25.6504,25.3015,24.7822,24.3034,24.0908
W2p1p2_173830,134.9098401999997 -1.9730880709999803,0.0251162,-0.0066,-0.0504,1.0447,3.9,24.7552,24.5005,24.5454,24.4207,99.0
W2p1p2_173831,134.11049840000015 -1.9731014149999984,0.234477,0.0028,0.0016,0.7485,3.8,24.7791,24.3651,24.3225,24.1816,24.0377
W2p1p2_173834,134.79399830000006 -1.973050273999979,0.0178719,-8.0E-4,-0.0298,1.3876,6.3,24.558,24.2461,24.0521,23.8414,23.4783
W2p1p2_173844,134.8222335000001 -1.9729925920000038,0.646496,-0.003,-0.0368,0.5684,3.1,99.0,26.5871,25.0651,24.5505,25.2504
W2p1p2_173845,134.47522769999992 -1.9730678999999987,0.939039,-0.0059,-0.0133,0.3185,5.0,99.0,26.0519,24.8489,24.1166,23.8307
W2p1p2_173846,134.66919060000012 -1.9730637499999903,0.523335,-0.0028,-0.0196,0.8251,11.2,24.873,24.1579,23.427,23.0034,22.8965
W2p1p2_173850,134.86095889999999 -1.972964535999995,0.0153093,-0.0038,-0.0394,1.5181,6.8,24.6197,24.0921,24.1151,23.6967,23.6732
W2p1p2_173853,134.25338189999997 -1.972950441999993,0.360176,-0.0029,-0.0064,0.5421,2.8,26.1489,24.7663,24.172,23.9307,23.4748
W2p1p2_173854,134.01505390000017 -1.9729163079999863,0.00964028,-0.0046,0.01,1.0036,8.6,25.694,24.4866,23.815,23.3952,23.3717
W2p1p2_173860,134.09312239999994 -1.9749032849999921,0.923337,0.0045,0.0029,0.0,152.6,22.3343,20.9297,20.3673,20.0636,19.9442
W2p1p2_173862,133.99449349999998 -1.9728997740000105,0.436552,-0.0035,0.014,1.7616,4.5,25.1374,25.0328,24.7177,24.0374,23.4358
W2p1p2_173864,134.4655867000002 -1.9731781140000106,0.026709,-0.005,-0.012,2.0329,24.0,24.0168,23.1006,22.4703,22.1858,21.9232
W2p1p2_173865,134.80904879999997 -1.9728975510000146,0.112375,-0.0024,-0.0346,1.02,14.8,99.0,25.3429,23.796,22.7015,22.3778
W2p1p2_173868,134.2239266000001 -1.97286572300001,0.226258,-0.0017,-0.0047,0.7238,8.2,25.0812,24.5095,24.1715,23.402,23.1406
W2p1p2_173870,134.17415320000023 -1.9728975549999819,0.632312,-0.0029,-0.0035,0.6725,2.7,25.8503,25.9791,25.5422,24.6188,24.2428
W2p1p2_173872,134.44902270000023 -1.972878209999976,0.831331,-0.006,-0.0119,0.0,3.5,99.0,26.7934,25.6612,24.5655,24.5641
W2p1p2_173879,134.20835689999998 -1.972882695999991,0.00955004,-9.0E-4,-0.0039,1.8684,8.1,25.3294,24.6584,23.8002,23.4455,23.2117
W2p1p2_173885,134.43275010000022 -1.9728400779999857,0.0746785,-0.0063,-0.011,1.6563,4.2,25.9307,25.1826,24.6686,24.4032,25.4339
W2p1p2_173886,134.21041779999973 -1.9727598779999802,0.0809765,-0.0023,-0.004,0.8514,3.2,99.0,26.4908,25.3532,24.3724,23.8232
W2p1p2_173889,134.30962179999983 -1.973394089999994,0.0208821,-0.0052,-0.0084,2.56,30.0,23.7873,23.3528,22.8166,21.9625,21.5254
W2p1p2_173891,134.44006599999983 -1.9727764989999872,0.650466,-0.0061,-0.0112,0.9985,3.6,25.1541,25.2638,24.8716,24.4443,24.6743
W2p1p2_173892,134.0304844000002 -1.9727472309999976,0.689507,-0.0057,0.0075,1.6665,3.8,26.3517,25.4678,25.401,24.4575,24.1141
W2p1p2_173897,134.16886020000013 -1.9732121129999771,0.027306,-0.001,-0.0036,1.4782,27.4,23.1432,22.8068,22.3822,22.0112,21.909
W2p1p2_173899,134.04920090000024 -1.9726900350000245,0.428468,-0.007,0.0051,0.6325,4.1,25.9039,25.3597,25.5209,24.3634,23.9888
W2p1p2_173909,134.8275467999997 -1.9731108400000268,0.0123715,-0.0032,-0.0376,2.7266,15.1,26.2607,24.5743,23.6016,22.6455,22.1881
W2p1p2_173917,134.07585290000014 -1.9727143940000131,0.138623,-5.0E-4,0.0027,2.8858,10.7,25.9696,25.5315,25.4531,23.5592,22.8718
W2p1p2_173933,134.82367299999996 -1.972439187000004,0.0975117,-0.0032,-0.0371,0.9467,5.8,25.6157,25.26,24.8824,23.8998,23.3775
W2p1p2_173934,134.76019650000006 -1.9725594969999825,0.013823,-8.0E-4,-0.0289,1.4214,10.0,25.0802,24.3785,24.0118,23.1667,23.3332
W2p1p2_173940,134.90821759999986 -1.9723836959999765,0.0023955,-0.0066,-0.0502,2.2482,5.8,25.122,24.6218,24.6648,24.0559,24.276
W2p1p2_173941,134.49411139999998 -1.9724154179999813,6.51002E-4,-0.0022,-0.0117,3.1608,8.2,25.0222,24.6793,24.2469,23.5744,23.1923
W2p1p2_173944,134.1574939000001 -1.9723675299999983,0.703032,-1.0E-4,-0.0024,0.7834,3.2,25.7491,25.1657,24.5646,24.5597,24.303
W2p1p2_173947,134.16962859999998 -1.972370986999996,0.707526,-0.0011,-0.0035,0.3395,5.5,25.2873,24.5437,24.1873,23.8112,23.3367
W2p1p2_173953,134.46682320000014 -1.9723159009999989,0.156762,-0.0051,-0.012,1.1594,2.9,25.9392,25.4298,24.7711,24.4248,24.1676
W2p1p2_173957,134.8996746999998 -1.9722489379999881,2.23313E-4,-0.0046,-0.0443,2.2975,5.8,25.4418,24.9256,24.1425,23.887,23.6063
W2p1p2_173961,134.22021449999974 -1.972338257999995,0.0395172,-0.0014,-0.0046,1.5445,3.4,24.6001,24.4842,24.3858,24.1924,24.1548
W2p1p2_173962,134.2711415000001 -1.9722602000000073,0.148657,-0.0033,-0.0071,1.1607,4.8,26.2688,25.2989,24.712,23.8571,23.0992
W2p1p2_173965,134.67507860000026 -1.9723983980000033,0.0364364,-0.0036,-0.0223,1.4081,10.1,24.4399,24.1911,23.738,23.2198,23.02
W2p1p2_173966,134.9099465 -1.9722114029999844,0.209868,-0.0067,-0.0506,1.3784,4.2,25.2245,24.9645,24.5294,24.3739,24.4147
W2p1p2_173968,134.4117260000001 -1.9723619060000117,0.0234279,-0.0071,-0.0112,1.1818,16.2,23.9863,23.6271,23.2681,22.6481,22.3557
W2p1p2_173972,134.78833079999987 -1.9721735840000136,0.135197,-0.0013,-0.0298,1.0879,7.1,24.1624,23.9233,23.8299,23.633,23.2531
W2p1p2_173973,134.03599139999977 -1.9724946259999974,0.0147063,-0.0061,0.0064,1.551,15.4,23.7931,23.4376,23.3478,22.7077,22.2435
W2p1p2_173974,134.02399599999998 -1.9723716909999993,0.0166122,-0.0054,0.0089,1.583,11.9,25.5152,24.6742,23.5748,23.035,23.1296
W2p1p2_173975,133.9845535999999 -1.9721748890000173,0.685831,-0.0029,0.0159,1.2667,3.5,26.5272,25.7486,25.0761,24.3607,24.3936
W2p1p2_173979,134.88345630000012 -1.9721944330000052,0.743843,-0.003,-0.0365,0.8295,3.2,25.3418,24.704,24.5609,24.3698,25.1039
W2p1p2_173980,134.4616494000001 -1.9722270639999928,0.40074,-0.0047,-0.0111,1.0702,3.5,26.0112,25.6056,24.9526,24.2741,23.4405
W2p1p2_173981,134.91304440000013 -1.9721250850000036,0.0906479,-0.006,-0.0474,1.4072,6.6,25.3992,25.0779,24.1775,23.7128,22.8281
W2p1p2_173984,134.63864650000002 -1.9721718970000184,0.265138,-0.0047,-0.0191,0.9681,2.5,26.0166,25.5944,24.836,24.6512,24.1281
W2p1p2_173989,134.0420137000002 -1.972136479999977,0.0120432,-0.0069,0.0057,1.0002,10.3,23.3319,23.1461,23.1118,23.154,23.0998
W2p1p2_173993,134.36065119999998 -1.9721206279999783,0.757726,-0.004,-0.0088,0.5448,3.3,25.1629,24.9129,24.6556,24.3868,23.8103
W2p1p2_173998,134.53470709999988 -1.972277469000012,0.00141519,-0.0054,-0.0139,1.939,11.2,23.9414,23.5082,23.3182,23.136,22.7812
W2p1p2_174001,134.67242720000013 -1.972074809000023,0.916547,-0.0036,-0.0221,0.0,5.3,99.0,25.6718,24.3331,23.972,23.6876
W2p1p2_174003,134.88261749999987 -1.9719989530000221,0.0171296,-0.007,-0.0506,1.6955,6.4,24.1806,23.8259,23.6782,23.6061,23.6698
W2p1p2_174005,134.4397460000002 -1.9720928420000048,0.276399,-0.0061,-0.0112,0.7386,4.2,25.8713,25.6212,24.8122,24.2995,23.8119
W2p1p2_174007,134.5312122999998 -1.972014689,0.00203309,-0.0055,-0.0141,1.8698,3.5,25.4192,25.2324,25.2581,24.5209,24.4818
W2p1p2_174010,134.74612700000006 -1.9719758639999991,0.176888,-0.0029,-0.0307,1.1304,4.3,24.6636,24.4975,24.4968,24.2264,25.469
W2p1p2_174011,134.26870879999976 -1.972017943000002,0.722289,-0.0033,-0.007,0.5767,2.9,25.5998,24.9705,24.9115,24.6191,24.0641
W2p1p2_174014,134.17351219999998 -1.9720230700000048,0.54838,-0.0037,-0.0047,1.583,2.7,26.3597,26.0468,25.2325,24.6096,99.0
W2p1p2_174022,134.14877880000014 -1.9721856720000033,0.975616,-0.0018,-0.0013,0.0,28.4,26.1899,23.7181,22.7168,22.0276,21.7949
W2p1p2_174024,134.8368842 -1.9719285729999967,0.0713334,-0.0058,-0.0341,1.4869,5.7,25.968,26.4431,25.1079,24.0433,23.1814
W2p1p2_174025,134.59530490000017 -1.9718939570000067,0.0239842,-0.0043,-0.0122,1.9164,17.5,24.3968,23.7922,23.0397,22.571,22.2923
W2p1p2_174028,134.69759440000024 -1.9718818480000082,0.392612,-0.0033,-0.0246,0.6776,4.1,25.7038,25.0966,24.5314,24.4345,24.2595
W2p1p2_174032,134.23161490000007 -1.971861600000022,0.0429786,-0.0021,-0.005,2.3521,4.2,99.0,25.3143,24.7002,24.3044,24.6642
W2p1p2_174041,134.77611650000023 -1.9717905110000078,0.0130136,-3.0E-4,-0.0282,1.4748,8.0,25.1156,24.8548,24.3203,23.4827,23.0567
W2p1p2_174045,134.62179439999977 -1.9718298780000172,0.636988,-0.0048,-0.0165,0.5679,3.8,99.0,26.1897,25.2056,24.4609,23.9903
W2p1p2_174050,134.71414780000026 -1.9717208750000204,0.277381,-0.0032,-0.0262,1.1969,4.2,25.3099,24.8053,24.6374,24.3897,24.0348
W2p1p2_174051,134.45162120000003 -1.9723686060000183,0.0114053,-0.0051,-0.011,3.2631,16.0,25.0565,24.3387,23.2154,22.6821,22.2845
W2p1p2_174058,134.7923827999998 -1.9716722799999806,0.783065,-0.0022,-0.033,0.417,3.5,25.5164,24.8208,24.5031,24.5759,99.0
W2p1p2_174059,134.01640899999992 -1.9716733870000251,0.0165257,-0.005,0.0099,2.8398,5.8,25.6259,25.1752,24.7799,23.8285,23.4861
