id,pos,CLASS_STAR,PSF_e1,PSF_e2,fitclass,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p2p2_147475,135.17711769999974 -1.974295791999987,0.9839,0.0096,-0.0036,1,0,30.9,26.2125,23.7822,22.6081,21.9143,21.6
